Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Price,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,
2022-04-20,446.9200134277344,447.57000732421875,443.4800109863281,444.7099914550781,421.96661376953125,65224400
2022-04-21,448.5400085449219,450.010009765625,437.1000061035156,438.05999755859375,415.65673828125,85417300
2022-04-22,436.9100036621094,438.0799865722656,425.44000244140625,426.0400085449219,404.2514343261719,132471800
2022-04-25,423.6700134277344,428.69000244140625,418.8399963378906,428.510009765625,406.59515380859375,119647700
2022-04-26,425.8299865722656,426.0400085449219,416.07000732421875,416.1000061035156,394.81982421875,103996300
2022-04-27,417.239990234375,422.9200134277344,415.010009765625,417.2699890136719,395.9299621582031,122030000
2022-04-28,422.2900085449219,429.6400146484375,417.6000061035156,427.80999755859375,405.9309387207031,105449100
2022-04-29,423.5899963378906,425.8699951171875,411.2099914550781,412.0,390.9295959472656,145491100
2022-05-02,412.07000732421875,415.9200134277344,405.0199890136719,414.4800109863281,393.28265380859375,158312500
2022-05-03,415.010009765625,418.92999267578125,413.3599853515625,416.3800048828125,395.08551025390625,100028200
2022-05-04,417.0799865722656,429.6600036621094,413.7099914550781,429.05999755859375,407.1169738769531,144247900
2022-05-05,424.54998779296875,425.0,409.44000244140625,413.80999755859375,392.6469421386719,172929100
2022-05-06,411.1000061035156,414.79998779296875,405.7300109863281,411.3399963378906,390.3032531738281,151770800
2022-05-09,405.1000061035156,406.4100036621094,396.5,398.1700134277344,377.80682373046875,155586100
2022-05-10,404.489990234375,406.0799865722656,394.82000732421875,399.0899963378906,378.6798095703125,132497200
2022-05-11,398.07000732421875,404.0400085449219,391.9599914550781,392.75,372.6639709472656,142361000
2022-05-12,389.3699951171875,395.79998779296875,385.1499938964844,392.3399963378906,372.27496337890625,125090800
2022-05-13,396.7099914550781,403.17999267578125,395.6099853515625,401.7200012207031,381.1752624511719,104174400
2022-05-16,399.9800109863281,403.9700012207031,397.6000061035156,400.0899963378906,379.6286315917969,78622400
2022-05-17,406.5299987792969,408.57000732421875,402.5799865722656,408.32000732421875,387.4377136230469,83029700
2022-05-18,403.5,403.79998779296875,390.54998779296875,391.8599853515625,371.8194580078125,117674500
2022-05-19,388.6199951171875,394.1400146484375,387.1099853515625,389.4599914550781,369.542236328125,98510700
2022-05-20,393.25,397.0299987792969,380.5400085449219,389.6300048828125,369.7035827636719,131432200
2022-05-23,392.8299865722656,397.7300109863281,390.3800048828125,396.9200134277344,376.62078857421875,76414900
2022-05-24,392.55999755859375,395.1499938964844,386.9599914550781,393.8900146484375,373.7457275390625,91448800
2022-05-25,392.30999755859375,399.45001220703125,391.8900146484375,397.3699951171875,377.04766845703125,91472900
2022-05-26,398.6700134277344,407.0400085449219,398.45001220703125,405.30999755859375,384.5816345214844,82168300
2022-05-27,407.9100036621094,415.3800048828125,407.70001220703125,415.260009765625,394.0227966308594,84768700
2022-05-31,413.54998779296875,416.4599914550781,410.0299987792969,412.92999267578125,391.81195068359375,95937000
2022-06-01,415.1700134277344,416.239990234375,406.92999267578125,409.5899963378906,388.6427307128906,86585800
2022-06-02,409.4200134277344,417.44000244140625,407.0400085449219,417.3900146484375,396.0438537597656,79609600
2022-06-03,412.3999938964844,414.0400085449219,409.510009765625,410.5400085449219,389.544189453125,71874300
2022-06-06,414.7799987792969,416.6099853515625,410.54998779296875,411.7900085449219,390.73028564453125,57508900
2022-06-07,408.1000061035156,416.2200012207031,407.6099853515625,415.739990234375,394.4782409667969,59272400
2022-06-08,413.92999267578125,415.82000732421875,410.3800048828125,411.2200012207031,390.1894226074219,64350000
2022-06-09,409.3399963378906,411.739990234375,401.44000244140625,401.44000244140625,380.9095458984375,86289800
2022-06-10,394.8800048828125,395.7799987792969,389.75,389.79998779296875,369.8648681640625,132893900
2022-06-13,379.8500061035156,381.80999755859375,373.29998779296875,375.0,355.8218078613281,170004900
2022-06-14,376.8500061035156,377.94000244140625,370.5899963378906,373.8699951171875,354.74951171875,104011800
2022-06-15,377.3599853515625,383.8999938964844,372.1199951171875,379.20001220703125,359.8070373535156,125666800
2022-06-16,370.510009765625,370.94000244140625,364.0799865722656,366.6499938964844,347.8988342285156,134473300
2022-06-17,365.510009765625,369.3800048828125,362.1700134277344,365.8599853515625,348.6487731933594,111113900
2022-06-21,371.8900146484375,376.5299987792969,371.80999755859375,375.07000732421875,357.42547607421875,76811900
2022-06-22,370.6199951171875,378.7200012207031,370.17999267578125,374.3900146484375,356.77752685546875,90059400
2022-06-23,376.6400146484375,378.8299865722656,372.8900146484375,378.05999755859375,360.27484130859375,79292100
2022-06-24,381.3999938964844,390.0899963378906,381.3699951171875,390.0799865722656,371.7294006347656,98050300
2022-06-27,391.04998779296875,391.3599853515625,387.44000244140625,388.5899963378906,370.3095397949219,66009600
2022-06-28,390.2300109863281,393.1600036621094,380.5299987792969,380.6499938964844,362.74298095703125,86548900
2022-06-29,381.2300109863281,382.2699890136719,378.4200134277344,380.3399963378906,362.4476013183594,65676000
2022-06-30,376.239990234375,380.6600036621094,372.55999755859375,377.25,359.5030212402344,112508300
2022-07-01,376.55999755859375,381.70001220703125,373.79998779296875,381.239990234375,363.3052978515625,74839700
2022-07-05,375.8800048828125,381.9800109863281,372.8999938964844,381.9599914550781,363.99139404296875,81438000
2022-07-06,382.1099853515625,385.8699951171875,379.6000061035156,383.25,365.2206115722656,70426200
2022-07-07,385.1199951171875,389.8299865722656,383.2699890136719,388.989990234375,370.690673828125,64525900
2022-07-08,387.2699890136719,390.6400146484375,385.6600036621094,388.6700134277344,370.38568115234375,72397800
2022-07-11,385.8500061035156,386.8699951171875,383.5,384.2300109863281,366.15460205078125,58366900
2022-07-12,383.6499938964844,386.1600036621094,378.989990234375,380.8299865722656,362.9145202636719,62219200
2022-07-13,375.1000061035156,381.9200134277344,374.6600036621094,378.8299865722656,361.0086364746094,84224600
2022-07-14,373.6099853515625,379.04998779296875,371.0400085449219,377.9100036621094,360.1318664550781,89704800
2022-07-15,382.54998779296875,385.25,380.5400085449219,385.1300048828125,367.01226806640625,79060400
2022-07-18,388.3800048828125,389.0899963378906,380.6600036621094,381.95001220703125,363.98187255859375,63203600
2022-07-19,386.0799865722656,392.8699951171875,385.3900146484375,392.2699890136719,373.8163757324219,78506000
2022-07-20,392.4700012207031,396.260009765625,391.0299987792969,394.7699890136719,376.19879150390625,71843800
2022-07-21,394.1600036621094,398.8399963378906,391.6300048828125,398.7900085449219,380.0296325683594,64903900
2022-07-22,398.9200134277344,400.17999267578125,392.75,395.0899963378906,376.50372314453125,72197300
2022-07-25,395.75,396.4700012207031,393.2099914550781,395.57000732421875,376.9610900878906,53631500
2022-07-26,393.8399963378906,394.05999755859375,389.95001220703125,390.8900146484375,372.5013427734375,52946400
2022-07-27,394.3599853515625,402.8800048828125,394.04998779296875,401.0400085449219,382.173828125,82342100
2022-07-28,401.8900146484375,406.79998779296875,398.1499938964844,406.07000732421875,386.9671630859375,73966600
2022-07-29,407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,392.60870361328125,87003700
2022-08-01,409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,391.4460754394531,69997500
2022-08-02,409.1199951171875,413.0,406.82000732421875,408.05999755859375,388.86346435546875,63435400
2022-08-03,410.29998779296875,415.67999267578125,410.0,414.45001220703125,394.9529113769531,67820600
2022-08-04,414.3699951171875,415.0899963378906,412.44000244140625,414.1700134277344,394.6861572265625,45656600
2022-08-05,409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,394.01910400390625,56814900
2022-08-08,415.25,417.6199951171875,411.8299865722656,412.989990234375,393.5616760253906,53886100
2022-08-09,412.2200012207031,412.75,410.2200012207031,411.3500061035156,391.99884033203125,44931800
2022-08-10,418.7799987792969,420.1400146484375,416.7200012207031,419.989990234375,400.2322998046875,68665700
2022-08-11,422.989990234375,424.95001220703125,419.2099914550781,419.989990234375,400.2322998046875,59489700
2022-08-12,422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,407.0078430175781,61694500
2022-08-15,424.7699890136719,429.4100036621094,424.7099914550781,428.8599853515625,408.6850280761719,54048300
2022-08-16,427.7300109863281,431.7300109863281,426.8800048828125,429.70001220703125,409.48553466796875,59289000
2022-08-17,425.9100036621094,429.5,424.5400085449219,426.6499938964844,406.5790100097656,63563400
2022-08-18,426.8599853515625,428.6099853515625,425.5,427.8900146484375,407.76068115234375,49023200
2022-08-19,424.9800109863281,425.260009765625,421.2200012207031,422.1400146484375,402.2812194824219,68016900
2022-08-22,417.04998779296875,417.2300109863281,412.3999938964844,413.3500061035156,393.9046936035156,77695600
2022-08-23,412.8999938964844,415.4200134277344,411.7699890136719,412.3500061035156,392.95172119140625,49105200
2022-08-24,412.1099853515625,415.1099853515625,411.3900146484375,413.6700134277344,394.20965576171875,49177800
2022-08-25,415.239990234375,419.55999755859375,414.0899963378906,419.510009765625,399.7749328613281,50942300
2022-08-26,419.3900146484375,419.9599914550781,405.25,405.30999755859375,386.2429504394531,103087000
2022-08-29,402.20001220703125,405.8399963378906,401.20001220703125,402.6300048828125,383.68902587890625,65370800
2022-08-30,403.8500061035156,404.1000061035156,396.0,398.2099914550781,379.4769592285156,85652400
2022-08-31,399.92999267578125,401.239990234375,395.0400085449219,395.17999267578125,376.5894775390625,76029700
2022-09-01,392.8900146484375,396.7799987792969,390.0400085449219,396.4200134277344,377.77117919921875,78740100
2022-09-02,400.2799987792969,401.55999755859375,390.3299865722656,392.239990234375,373.7877502441406,99632100
2022-09-06,393.1300048828125,394.1199951171875,388.4200134277344,390.760009765625,372.37738037109375,76637400
2022-09-07,390.42999267578125,398.5899963378906,390.20001220703125,397.7799987792969,379.0671691894531,70964200
2022-09-08,395.3900146484375,400.8599853515625,394.1199951171875,400.3800048828125,381.54486083984375,80821700
2022-09-09,402.739990234375,407.510009765625,402.4599914550781,406.6000061035156,387.4721984863281,76706900
2022-09-12,408.7799987792969,411.7300109863281,408.4599914550781,410.9700012207031,391.63665771484375,69256300
2022-09-13,401.8299865722656,403.1000061035156,391.9200134277344,393.1000061035156,374.6072998046875,122947100
2022-09-14,394.4700012207031,396.20001220703125,391.1199951171875,394.6000061035156,376.0367431640625,85023700
2022-09-15,392.9599914550781,395.9599914550781,388.7799987792969,390.1199951171875,371.7674865722656,87633800
2022-09-16,384.1400146484375,386.25,382.1099853515625,385.55999755859375,368.9313049316406,103084800
2022-09-19,382.260009765625,388.54998779296875,382.17999267578125,388.54998779296875,371.79241943359375,73278500
2022-09-20,385.05999755859375,386.1199951171875,381.20001220703125,384.0899963378906,367.52471923828125,77274900
2022-09-21,386.1099853515625,389.30999755859375,377.3800048828125,377.3900146484375,361.1137390136719,106746600
2022-09-22,376.5799865722656,378.29998779296875,373.44000244140625,374.2200012207031,358.0804138183594,89472600
2022-09-23,370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,352.080810546875,122346900
2022-09-26,366.4100036621094,370.2099914550781,363.0299987792969,364.30999755859375,348.59783935546875,92581200
2022-09-27,368.0199890136719,370.3999938964844,360.8699951171875,363.3800048828125,347.70794677734375,108294100
2022-09-28,364.3800048828125,372.29998779296875,362.6000061035156,370.5299987792969,354.5495910644531,110802200
2022-09-29,366.80999755859375,367.1099853515625,359.70001220703125,362.7900085449219,347.14337158203125,112952300
2022-09-30,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,341.7753601074219,153711200
2022-10-03,361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,350.79864501953125,89756500
2022-10-04,372.3999938964844,378.0,366.57000732421875,377.9700012207031,361.668701171875,103602800
2022-10-05,373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,360.82666015625,88065700
2022-10-06,375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,357.1044006347656,82333500
2022-10-07,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,347.14337158203125,107789500
2022-10-10,363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,344.49285888671875,76042800
2022-10-11,358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,342.3111572265625,92482800
2022-10-12,358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,341.1820983886719,76991800
2022-10-13,349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,350.18621826171875,147254500
2022-10-14,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,342.2059020996094,123737000
2022-10-17,364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,350.9995422363281,93168200
2022-10-18,375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,355.1236877441406,97162900
2022-10-19,368.989990234375,371.8500061035156,365.54998779296875,368.5,352.60711669921875,79746900
2022-10-20,368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,349.6504211425781,88283100
2022-10-21,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,358.1474304199219,131038400
2022-10-24,375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,362.5298156738281,85436900
2022-10-25,378.7900085449219,385.25,378.6700134277344,384.9200134277344,368.3189697265625,78846300
2022-10-26,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,365.5439758300781,104087300
2022-10-27,383.07000732421875,385.0,379.3299865722656,379.9800109863281,363.5920715332031,81971800
2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,372.2420349121094,100302000
2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,369.5533447265625,96631300
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,367.9361877441406,85407600
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,358.7023620605469,126990400
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,355.0089416503906,87100100
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,360.1185302734375,103505200
2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,363.56329345703125,68286900
2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,365.52484130859375,84641100
2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,357.9942932128906,78495500
2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,377.6676330566406,141455800
2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,381.3228759765625,93839900
2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,378.0789794921875,71903500
2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,381.3037109375,93194500
2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,378.394775390625,68508500
2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,377.2369384765625,74496300
2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,378.9497985839844,92922500
2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,377.5718688964844,51243200
2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,382.65289306640625,60429000
2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,385.0641784667969,68261600
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,384.97808837890625,30545400
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,378.8349304199219,67881600
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,378.1842956542969,52310000
2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,390.0973205566406,144566700
2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,389.8102722167969,76398200
2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,389.3605651855469,85342700
2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,382.356201171875,77289800
2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,376.8446960449219,77972200
2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,376.20355224609375,65927900
2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,379.1507263183594,60737900
2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,376.318359375,81447700
2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,381.74383544921875,75405800
2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,384.6335754394531,123782500
2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,382.1744384765625,108111300
2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,372.8257751464844,117705900
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,368.4241027832031,119858000
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,365.300048828125,79878100
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,365.7999267578125,74427200
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,371.2695617675781,78167400
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,365.9729919433594,100120900
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,368.0780944824219,59857300
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,366.6265869140625,51638200
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,362.0702209472656,70911500
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,368.5876159667969,66970900
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,367.61669921875,84022200
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,366.069091796875,74850700
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,368.8951721191406,85934100
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,364.6848449707031,76970500
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,373.0478210449219,104189600
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,372.83636474609375,73978100
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,375.4510192871094,65358100
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,380.1996154785156,68881100
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,381.5838623046875,90157700
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,383.06427001953125,63903900
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,382.362548828125,62677300
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,376.32574462890625,99632300
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,373.5862121582031,86958900
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,380.5457458496094,91806400
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,385.1117858886719,84178800
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,384.6983947753906,59524900
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,384.8426513671875,84800300
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,389.07220458984375,72287400
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,389.9661560058594,68346200
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,385.07330322265625,74202000
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,390.7351379394531,86811800
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,394.88775634765625,101459200
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,400.63616943359375,101654500
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,396.3777770996094,94736800
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,393.95538330078125,60295300
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,399.1077880859375,90990700
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,394.7436218261719,76227500
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,391.3215026855469,78694900
