date,equity
2022-01-03,99000.0
2022-01-04,99000.0
2022-01-05,99000.0
2022-01-06,99000.0
2022-01-10,99000.0
2022-01-11,99000.0
2022-01-12,99000.0
2022-01-13,99000.0
2022-01-18,99000.0
2022-01-19,99000.0
2022-01-20,99000.0
2022-01-24,99000.0
2022-01-25,99000.0
2022-01-26,99000.0
2022-01-27,99000.0
2022-01-31,99000.0
2022-02-01,99000.0
2022-02-02,99000.0
2022-02-03,99000.0
2022-02-07,99000.0
2022-02-08,99000.0
2022-02-09,99000.0
2022-02-10,99000.0
2022-02-14,99000.0
2022-02-15,99000.0
2022-02-16,99000.0
2022-02-17,99000.0
2022-02-22,99000.0
2022-02-23,99000.0
2022-02-24,99000.0
2022-02-28,99000.0
2022-03-01,99000.0
2022-03-02,99000.0
2022-03-03,99000.0
2022-03-07,99000.0
2022-03-08,99000.0
2022-03-09,99000.0
2022-03-10,99000.0
2022-03-14,99000.0
2022-03-15,99000.0
2022-03-16,99000.0
2022-03-21,99000.0
2022-03-22,99000.0
2022-03-23,99000.0
2022-03-24,99000.0
2022-03-28,99000.0
2022-03-29,99000.0
2022-03-30,99000.0
2022-03-31,99000.0
2022-04-04,99000.0
2022-04-05,99000.0
2022-04-06,99000.0
2022-04-07,99000.0
2022-04-11,95939.37788104544
2022-04-12,95939.37788104544
2022-04-13,95939.37788104544
2022-04-14,95939.37788104544
2022-04-18,95939.37788104544
2022-04-19,95939.37788104544
2022-04-20,95939.37788104544
2022-04-25,95939.37788104544
2022-04-26,95939.37788104544
2022-04-27,95939.37788104544
2022-04-28,95939.37788104544
2022-05-02,95939.37788104544
2022-05-03,95939.37788104544
2022-05-09,95939.37788104544
2022-05-10,95939.37788104544
2022-05-11,95939.37788104544
2022-05-12,95939.37788104544
2022-05-16,95939.37788104544
2022-05-17,95939.37788104544
2022-05-18,95939.37788104544
2022-05-19,95939.37788104544
2022-05-23,95939.37788104544
2022-05-24,95939.37788104544
2022-05-25,95939.37788104544
2022-05-26,95939.37788104544
2022-05-31,95939.37788104544
2022-06-01,95939.37788104544
2022-06-02,95939.37788104544
2022-06-06,95939.37788104544
2022-06-07,95939.37788104544
2022-06-08,95939.37788104544
2022-06-09,95939.37788104544
2022-06-13,95939.37788104544
2022-06-14,95939.37788104544
2022-06-15,95939.37788104544
2022-06-16,95939.37788104544
2022-06-21,95939.37788104544
2022-06-22,95939.37788104544
2022-06-23,95939.37788104544
2022-06-27,95939.37788104544
2022-06-28,95939.37788104544
2022-06-29,95939.37788104544
2022-06-30,95939.37788104544
2022-07-05,95939.37788104544
2022-07-06,95939.37788104544
2022-07-07,95939.37788104544
2022-07-11,95939.37788104544
2022-07-12,95939.37788104544
2022-07-13,95939.37788104544
2022-07-14,95939.37788104544
2022-07-18,95939.37788104544
2022-07-19,95939.37788104544
2022-07-20,95939.37788104544
2022-07-21,95939.37788104544
2022-07-25,95939.37788104544
2022-07-26,95939.37788104544
2022-07-27,95939.37788104544
2022-07-28,95939.37788104544
2022-08-01,96770.83160198895
2022-08-02,97056.2968388437
2022-08-03,98022.57327009371
2022-08-04,99818.79023938262
2022-08-08,99360.10354201304
2022-08-09,97495.87642921049
2022-08-10,98567.68956948351
2022-08-11,98434.65037686155
2022-08-15,100104.71042386332
2022-08-16,99973.4931635817
2022-08-17,98287.69240090772
2022-08-18,98905.88835515524
2022-08-22,96375.98318444329
2022-08-23,96751.54709592172
2022-08-24,96988.2659268535
2022-08-25,97347.4295528699
2022-08-29,95206.3603430003
2022-08-30,94277.76684654252
2022-08-31,94634.74820242154
2022-09-01,94659.75166986171
2022-09-06,94634.89896221743
2022-09-07,93979.4055098887
2022-09-08,93979.4055098887
2022-09-12,93979.4055098887
2022-09-13,91302.53349119422
2022-09-14,91302.53349119422
2022-09-15,91302.53349119422
2022-09-19,91302.53349119422
2022-09-20,91302.53349119422
2022-09-21,91302.53349119422
2022-09-22,91302.53349119422
2022-09-28,91302.53349119422
2022-09-29,91302.53349119422
2022-10-03,91302.53349119422
2022-10-06,91302.53349119422
2022-10-11,91302.53349119422
2022-10-12,91302.53349119422
2022-10-13,91302.53349119422
2022-10-18,91302.53349119422
2022-10-19,91302.53349119422
2022-10-20,91302.53349119422
2022-10-24,91302.53349119422
2022-10-25,91302.53349119422
2022-10-26,91302.53349119422
2022-10-27,91302.53349119422
2022-10-31,91816.71621379966
2022-11-02,91816.71621379966
2022-11-03,91816.71621379966
2022-11-07,90831.02377000061
2022-11-08,86556.96240192567
2022-11-09,84737.12963800755
2022-11-10,84960.2604818334
2022-11-14,85881.82590809432
2022-11-15,87007.63625443654
2022-11-16,84937.46513048287
2022-11-17,84665.87338356534
2022-11-21,84153.74143860285
2022-11-22,85356.65979609084
2022-11-23,85946.858042459
2022-11-28,84789.41300680993
2022-11-29,84669.81503078609
2022-11-30,86962.63276884233
2022-12-01,87175.57980254664
2022-12-05,86347.79685736704
2022-12-06,84959.08835682238
2022-12-07,84960.94243225518
2022-12-08,85894.54771044175
2022-12-12,85569.51647764267
2022-12-13,85569.51647764267
2022-12-14,85293.39436269543
2022-12-15,85293.39436269543
2022-12-19,85293.39436269543
2022-12-20,85293.39436269543
2022-12-21,85293.39436269543
2022-12-22,85293.39436269543
2022-12-27,85293.39436269543
2022-12-28,85293.39436269543
2022-12-29,85293.39436269543
2023-01-03,85293.39436269543
2023-01-04,85293.39436269543
2023-01-05,85293.39436269543
2023-01-09,84889.23341087194
2023-01-10,85797.08023764304
2023-01-11,85771.16238211375
2023-01-12,87168.70337044183
2023-01-17,90339.13397746946
2023-01-18,88593.95231502222
2023-01-19,89188.22965834645
2023-01-23,93815.33052417112
2023-01-24,92217.16969961884
2023-01-25,94262.58910155554
2023-01-26,95224.4390148152
2023-01-30,95099.2759002609
2023-01-31,96114.31131975345
2023-02-01,99778.4952631852
2023-02-02,102681.48439081339
2023-02-06,100701.70014743018
2023-02-07,103167.7783843767
2023-02-08,101571.43285735726
2023-02-09,98808.27809386488
2023-02-13,97586.89690504778
2023-02-14,100905.5059077219
2023-02-15,102311.49806514409
2023-02-16,100980.01055791444
2023-02-21,99248.05959360706
2023-02-22,99669.91695665961
2023-02-23,99001.6024558182
2023-02-27,99089.78645497885
2023-02-28,99223.00601178949
2023-03-01,98628.13886922921
2023-03-02,97835.09472205676
2023-03-06,97070.3816927585
2023-03-08,98125.61988287736
2023-03-09,98125.61988287736
2023-03-13,98125.61988287736
2023-03-14,98125.61988287736
2023-03-15,98125.61988287736
2023-03-16,98125.61988287736
2023-03-20,97032.80254903287
2023-03-21,97501.83882013331
2023-03-22,97008.09207519401
2023-03-23,99335.08719947794
2023-03-27,98353.28015154826
2023-03-28,99829.23818196067
2023-03-29,101261.96142731378
2023-03-30,101338.05500590043
2023-04-03,101445.4615357379
2023-04-04,101352.77657723206
2023-04-10,100991.57096908649
2023-04-13,101027.97661524404
2023-04-17,101310.50869741164
2023-04-18,101858.7664449195
2023-04-19,99148.7893805482
2023-04-20,98199.18308950652
2023-04-24,98529.87110384184
2023-04-27,98529.87110384184
2023-05-01,98676.92589828234
2023-05-02,97989.06013935995
2023-05-03,97603.22438025782
2023-05-04,97349.33806519557
2023-05-08,97510.0082496986
2023-05-09,97274.13708608641
2023-05-10,97274.13708608641
2023-05-11,97697.70707173111
2023-05-15,97494.28123424054
2023-05-16,97732.06954259351
2023-05-17,99039.99531759701
2023-05-18,99695.09970312173
2023-05-22,99513.85585682357
2023-05-23,98286.33088533103
2023-05-24,97782.78721515209
2023-05-30,103666.23304900833
2023-05-31,102667.2640853899
2023-06-01,102818.15436947084
2023-06-05,103283.55984645206
2023-06-06,104658.22660054281
2023-06-07,103478.2958586283
2023-06-08,104697.15520408492
2023-06-12,106235.27761153065
2023-06-13,107156.60728363054
2023-06-14,108000.25001238838
2023-06-15,107033.99728937636
2023-06-20,106982.5687479666
2023-06-21,105719.52059445994
2023-06-22,105951.16711287326
2023-06-26,104862.20636843945
2023-06-27,104960.63349738887
2023-06-28,106932.33658626846
2023-06-29,107501.58921471504
2023-07-03,112387.40236394445
2023-07-05,111476.53700762619
2023-07-06,110007.7128906364
2023-07-10,111044.44993651379
2023-07-11,111730.01258566973
2023-07-12,112817.00300682902
2023-07-13,118542.25891792725
2023-07-17,116710.44487809375
2023-07-18,116160.98762349883
2023-07-19,117247.71211887334
2023-07-20,115903.03464520289
2023-07-24,113079.72536241084
2023-07-25,112454.64222357748
2023-07-26,113037.62045293109
2023-07-31,113054.57638939144
2023-08-01,112534.74294157993
2023-08-02,110039.25669043078
2023-08-03,110869.90650089322
2023-08-07,113389.03215451093
2023-08-08,110850.00664648504
2023-08-09,111140.63380276239
2023-08-10,111163.65216893458
2023-08-14,110303.00774072294
2023-08-15,109845.81387179933
2023-08-16,109748.25424106831
2023-08-17,109756.38448296116
2023-08-21,110544.96417681294
2023-08-22,111178.95285191119
2023-08-23,110763.74875851924
2023-08-24,110832.99756203049
2023-08-28,110395.07074207703
2023-08-29,110370.84720555184
2023-08-30,110185.13191114271
2023-08-31,110279.04890087142
2023-09-05,109121.45905822892
2023-09-06,109121.45905822892
2023-09-07,108017.81614272791
2023-09-11,108017.81614272793
2023-09-12,107287.3105843702
2023-09-13,107995.4495939025
2023-09-14,108878.53168143744
2023-09-18,107076.5230274976
2023-09-19,107052.3056215983
2023-09-20,106323.85855841148
2023-09-21,105040.2280929503
2023-09-26,103024.42654264819
2023-09-27,103024.42654264819
2023-09-28,103024.42654264819
2023-10-02,103024.42654264819
2023-10-03,103024.42654264819
2023-10-04,103004.102238475
2023-10-05,103146.37339713829
