start_date,end_date,start_equity,end_equity,total_return_pct,max_drawdown_pct,max_dd_date,max_dd_equity,num_trades,num_wins,num_losses,win_rate_pct,avg_win,avg_loss,total_pnl,overall_alpha_pct,overall_sharpe,deploy_alpha_pct,deploy_sharpe
2022-04-10,2025-12-31,100000.0,1105704.346922453,1005.7043469224528,-45.41600093716831,2024-10-25,264792.03768850566,3122,991,546,31.742472773862907,2733.101852774376,-3005.09199825449,1067723.7050524547,32.502647305449464,1.2100712394108761,,
