asset_class,strategy_name,env,start_date,end_date,start_equity,end_equity,total_return_pct,benchmark_total_return_pct,max_drawdown_pct,benchmark_max_drawdown_pct,deploy_start_date,deploy_end_date,deploy_start_equity,deploy_end_equity,deploy_return_pct,deploy_benchmark_return_pct,num_trades,win_rate_pct,avg_win,avg_loss,total_pnl
US,US MeanReversion / ORB,Paper,2022-01-03,2025-12-31,100000.0,295466.8604576771,195.46686045767711,52.0353691121604,-25.580968812531268,-24.49637,2024-01-02,2025-12-31,140331.41799224642,295466.8604576771,110.54933006805516,48.9460676539176,295,35.59322033898305,752.6873465156,-1233.2616886581432,26001.918771837856
