date,crypto_total,crypto_pnl,crypto_benchmark
2022-04-23,90725.38751831952,0.0,82804.29829263594
2022-04-24,90725.38751831952,0.0,82767.73157935435
2022-04-25,90725.38751831952,0.0,84841.71298668788
2022-04-26,90725.38751831952,0.0,79932.91843001668
2022-04-27,90725.38751831952,0.0,82289.25154884277
2022-04-28,90725.38751831952,0.0,83406.34661836541
2022-04-29,90725.38751831952,0.0,80965.4120177355
2022-04-30,90725.38751831952,0.0,79088.68935200901
2022-05-01,90725.38751831952,0.0,80670.29799905373
2022-05-02,90725.38751831952,0.0,80796.61043606134
2022-05-03,90725.38751831952,0.0,79163.2972428174
2022-05-04,90725.38751831952,0.0,83248.11203044867
2022-05-05,90725.38751831952,0.0,76698.64834224347
2022-05-06,90725.38751831952,0.0,75578.3831745936
2022-05-07,90725.38751831952,0.0,74448.15718182044
2022-05-08,90725.38751831952,0.0,71422.81867759561
2022-05-09,90725.38751831952,0.0,63533.18986250129
2022-05-10,90725.38751831952,0.0,65055.52504688796
2022-05-11,90725.38751831952,0.0,60679.99505890648
2022-05-12,90725.38751831952,0.0,60913.59524842429
2022-05-13,90725.38751831952,0.0,61407.13119717322
2022-05-14,90725.38751831952,0.0,63122.83008011911
2022-05-15,90725.38751831952,0.0,65647.31765464508
2022-05-16,90725.38751831952,0.0,62623.01127539191
2022-05-17,90725.38751831952,0.0,63803.5042117252
2022-05-18,90725.38751831952,0.0,60226.863526210735
2022-05-19,90725.38751831952,0.0,63569.63779949646
2022-05-20,90725.38751831952,0.0,61234.41409378117
2022-05-21,90725.38751831952,0.0,61719.84458491538
2022-05-22,90725.38751831952,0.0,63589.325992904225
2022-05-23,90725.38751831952,0.0,61020.874809466455
2022-05-24,90725.38751831952,0.0,62188.23272681519
2022-05-25,90725.38751831952,0.0,61992.73924656843
2022-05-26,90725.38751831952,0.0,61373.83287963522
2022-05-27,90725.38751831952,0.0,60032.47589414789
2022-05-28,90725.38751831952,0.0,60425.301839213935
2022-05-29,90725.38751831952,0.0,61748.63759503741
2022-05-30,90725.38751831952,0.0,66530.74290717166
2022-05-31,90725.38751831952,0.0,66668.97802589553
2022-06-01,90725.38751831952,0.0,62489.14220912752
2022-06-02,90725.38751831952,0.0,63890.804782244566
2022-06-03,90725.38751831952,0.0,62290.57692836987
2022-06-04,90725.38751831952,0.0,62560.092609460946
2022-06-05,90725.38751831952,0.0,62714.743430114984
2022-06-06,90725.38751831952,0.0,65784.79506257626
2022-06-07,90725.38751831952,0.0,65333.53118459113
2022-06-08,90725.38751831952,0.0,63359.9812710275
2022-06-09,90725.38751831952,0.0,63145.336138528866
2022-06-10,90725.38751831952,0.0,60989.1984025982
2022-06-11,90725.38751831952,0.0,59473.068255243525
2022-06-12,90725.38751831952,0.0,56121.697036261336
2022-06-13,90725.38751831952,0.0,47156.40969266923
2022-06-14,90725.38751831952,0.0,46567.99606547408
2022-06-15,90725.38751831952,0.0,47335.60215153822
2022-06-16,90725.38751831952,0.0,42740.64321372916
2022-06-17,90725.38751831952,0.0,42929.02240399272
2022-06-18,90725.38751831952,0.0,39880.29725854501
2022-06-19,90725.38751831952,0.0,43100.5353615845
2022-06-20,90725.38751831952,0.0,43197.555108920315
2022-06-21,90725.38751831952,0.0,43430.45083218762
2022-06-22,90725.38751831952,0.0,41913.11653903267
2022-06-23,90725.38751831952,0.0,44217.417452938374
2022-06-24,90725.38751831952,0.0,44523.11894404769
2022-06-25,90725.38751831952,0.0,45090.742625385166
2022-06-26,90725.38751831952,0.0,44094.57000690704
2022-06-27,90725.38751831952,0.0,43482.62638779851
2022-06-28,90725.38751831952,0.0,42528.8118504985
2022-06-29,90725.38751831952,0.0,42158.45510223608
2022-06-30,90725.38751831952,0.0,41488.88450554333
2022-07-01,90725.38751831952,0.0,40408.16774553762
2022-07-02,90725.38751831952,0.0,40351.31486168215
2022-07-03,90725.38751831952,0.0,40466.27392400153
2022-07-04,90725.38751831952,0.0,42425.2757903456
2022-07-05,90725.38751831952,0.0,42338.99096186183
2022-07-06,90725.38751831952,0.0,43089.99703796517
2022-07-07,90725.38751831952,0.0,45374.36401442222
2022-07-08,90725.38751831952,0.0,45570.496429175255
2022-07-09,90725.38751831952,0.0,45279.199634594996
2022-07-10,90725.38751831952,0.0,43744.69192871719
2022-07-11,90725.38751831952,0.0,41878.57311835426
2022-07-12,90725.38751831952,0.0,40522.553405094965
2022-07-13,90725.38751831952,0.0,42385.03929938702
2022-07-14,90725.38751831952,0.0,43135.44739832422
2022-07-15,90725.38751831952,0.0,43694.10961363794
2022-07-16,90725.38751831952,0.0,44436.42863789648
2022-07-17,90725.38751831952,0.0,43574.61247803048
2022-07-18,90725.38751831952,0.0,47152.8464040766
2022-07-19,90725.38751831952,0.0,49048.01216007046
2022-07-20,90725.38751831952,0.0,48717.31030853656
2022-07-21,90725.38751831952,0.0,48576.5931749999
2022-07-22,90725.38751831952,0.0,47633.66919444448
2022-07-23,90725.38751831952,0.0,47110.46374849441
2022-07-24,90725.38751831952,0.0,47411.774612740155
2022-07-25,90725.38751831952,0.0,44795.82520193607
2022-07-26,90725.38751831952,0.0,44540.09985727186
2022-07-27,90725.38751831952,0.0,48085.723549094415
2022-07-28,90725.38751831952,0.0,50001.00755056757
2022-07-29,90725.38751831952,0.0,49918.691488343866
2022-07-30,90725.38751831952,0.0,49607.44027764489
2022-07-31,90725.38751831952,0.0,48937.841010814045
2022-08-01,90725.38751831952,0.0,48890.24448583138
2022-08-02,90725.38751831952,0.0,48185.475151017905
2022-08-03,90725.38751831952,0.0,47909.488210183896
2022-08-04,90725.38751831952,0.0,47457.474812874105
2022-08-05,90725.38751831952,0.0,48838.06073875246
2022-08-06,90725.38751831952,0.0,48150.16582807878
2022-08-07,90725.38751831952,0.0,48600.20917732759
2022-08-08,90725.38751831952,0.0,49928.86938736994
2022-08-09,90725.38751831952,0.0,48575.94195329159
2022-08-10,90725.38751831952,0.0,50218.5852286206
2022-08-11,90725.38751831952,0.0,50239.31783420207
2022-08-12,90725.38751831952,0.0,51173.09604070308
2022-08-13,90725.38751831952,0.0,51217.65762678099
2022-08-14,90725.38751831952,0.0,50998.02798598669
2022-08-15,90725.38751831952,0.0,50615.613396785535
2022-08-16,90725.38751831952,0.0,50083.63898431039
2022-08-17,90725.38751831952,0.0,48935.95697316737
2022-08-18,90725.38751831952,0.0,48677.47929524541
2022-08-19,90725.38751831952,0.0,43780.55827148229
2022-08-20,90725.38751831952,0.0,44385.56371717023
2022-08-21,90725.38751831952,0.0,45157.39250500335
2022-08-22,90725.38751831952,0.0,44873.84893491256
2022-08-23,90725.38751831952,0.0,45144.740782632514
2022-08-24,90725.38751831952,0.0,44865.69432848966
2022-08-25,90725.38751831952,0.0,45297.43793816162
2022-08-26,90725.38751831952,0.0,42485.58137797531
2022-08-27,90725.38751831952,0.0,42027.842144513226
2022-08-28,90725.38751831952,0.0,41136.77015658155
2022-08-29,90725.38751831952,0.0,42565.214734419504
2022-08-30,90725.38751831952,0.0,41514.22071615711
2022-08-31,90725.38751831952,0.0,42044.67151557886
2022-09-01,90725.38751831952,0.0,42206.93221003186
2022-09-02,90725.38751831952,0.0,41876.926633280425
2022-09-03,90725.38751831952,0.0,41588.20195966128
2022-09-04,90725.38751831952,0.0,41912.45303012232
2022-09-05,90725.38751831952,0.0,41546.85552478476
2022-09-06,90725.38751831952,0.0,39502.88765630959
2022-09-07,90725.38751831952,0.0,40452.11497151335
2022-09-08,90725.38751831952,0.0,40534.96757489295
2022-09-09,90725.38751831952,0.0,44836.61461698661
2022-09-10,90725.38751831952,0.0,45464.4333011354
2022-09-11,90725.38751831952,0.0,45650.47382727667
2022-09-12,90725.38751831952,0.0,46911.18581001823
2022-09-13,82613.65412833623,-8111.733389983288,42562.515645703934
2022-09-14,82613.65412833623,0.0,42445.88552390663
2022-09-15,82613.65412833623,0.0,41313.75091908271
2022-09-16,82613.65412833623,0.0,41463.4213271751
2022-09-17,82613.65412833623,0.0,42207.8455587171
2022-09-18,82613.65412833623,0.0,40723.01091496732
2022-09-19,82613.65412833623,0.0,40984.347415231416
2022-09-20,82613.65412833623,0.0,39614.28343003635
2022-09-21,82613.65412833623,0.0,38894.19195427457
2022-09-22,82613.65412833623,0.0,40710.523021957066
2022-09-23,82613.65412833623,0.0,40467.453495397705
2022-09-24,82613.65412833623,0.0,39711.21307122383
2022-09-25,82613.65412833623,0.0,39428.296148437264
2022-09-26,82613.65412833623,0.0,40310.24693671861
2022-09-27,82613.65412833623,0.0,40075.119038413395
2022-09-28,82613.65412833623,0.0,40738.14055641693
2022-09-29,82613.65412833623,0.0,41044.997044518335
2022-09-30,82613.65412833623,0.0,40748.7689861846
2022-10-01,82613.65412833623,0.0,40497.770118573135
2022-10-02,82613.65412833623,0.0,39935.794454441675
2022-10-03,82613.65412833623,0.0,41150.95777920783
2022-10-04,82613.65412833623,0.0,42646.6829797022
2022-10-05,82613.65412833623,0.0,42277.34197347537
2022-10-06,82613.65412833623,0.0,41846.88032854995
2022-10-07,82613.65412833623,0.0,40990.05277271363
2022-10-08,82613.65412833623,0.0,40716.85093100949
2022-10-09,82613.65412833623,0.0,40779.46241688936
2022-10-10,82613.65412833623,0.0,40139.9954652033
2022-10-11,82613.65412833623,0.0,39951.124786858
2022-10-12,82613.65412833623,0.0,40173.46580356991
2022-10-13,82613.65412833623,0.0,40646.25685953533
2022-10-14,82613.65412833623,0.0,40232.62458567555
2022-10-15,82613.65412833623,0.0,39985.13166638051
2022-10-16,82613.65412833623,0.0,40405.497326960154
2022-10-17,82613.65412833623,0.0,40998.248336476674
2022-10-18,82613.65412833623,0.0,40544.576166891005
2022-10-19,82613.65412833623,0.0,40135.907922656814
2022-10-20,82613.65412833623,0.0,39955.99461460126
2022-10-21,82613.65412833623,0.0,40204.97018960955
2022-10-22,82613.65412833623,0.0,40279.87706900099
2022-10-23,82613.65412833623,0.0,41032.32484347743
2022-10-24,82613.65412833623,0.0,40567.97099958191
2022-10-25,82613.65412833623,0.0,42141.33083832139
2022-10-26,82613.65412833623,0.0,43555.94412239233
2022-10-27,82613.65412833623,0.0,42539.71879017915
2022-10-28,82613.65412833623,0.0,43188.77795092721
2022-10-29,82613.65412833623,0.0,43656.67460474528
2022-10-30,82613.65412833623,0.0,43273.186933232326
2022-10-31,82613.65412833623,0.0,42979.961047931225
2022-11-01,82613.65412833623,0.0,42957.9423818692
2022-11-02,82613.65412833623,0.0,42274.79852265236
2022-11-03,82613.65412833623,0.0,42380.66505545952
2022-11-04,82613.65412833623,0.0,44346.0767455363
2022-11-05,81613.96401512942,-999.690113206816,44630.140473846935
2022-11-06,78141.60651877456,-3472.35749635486,43883.17279148192
2022-11-07,79626.70732894515,1485.1008101705957,43204.431846330684
2022-11-08,66675.0062135666,-12951.701115378557,38881.33954093703
2022-11-09,60762.75284872764,-5912.253364838951,33302.24739478551
2022-11-10,60762.75284872764,0.0,36879.73794510799
2022-11-11,60762.75284872764,0.0,35721.18176015644
2022-11-12,60762.75284872764,0.0,35228.157778159315
2022-11-13,60762.75284872764,0.0,34293.26553200636
2022-11-14,60762.75284872764,0.0,34848.62658570438
2022-11-15,60762.75284872764,0.0,35407.30108822014
2022-11-16,60762.75284872764,0.0,34956.07816757516
2022-11-17,60762.75284872764,0.0,34993.9882816135
2022-11-18,60762.75284872764,0.0,35015.50317239174
2022-11-19,60762.75284872764,0.0,35044.378097194065
2022-11-20,60762.75284872764,0.0,34164.229431879096
2022-11-21,60762.75284872764,0.0,33106.184607510724
2022-11-22,60762.75284872764,0.0,33950.202755216655
2022-11-23,60762.75284872764,0.0,34832.915350024705
2022-11-24,60762.75284872764,0.0,34819.825384114316
2022-11-25,60762.75284872764,0.0,34646.56354809833
2022-11-26,60762.75284872764,0.0,34525.85817095659
2022-11-27,60762.75284872764,0.0,34484.64279956854
2022-11-28,60762.75284872764,0.0,34007.981274959406
2022-11-29,60762.75284872764,0.0,34485.38822315918
2022-11-30,60762.75284872764,0.0,36002.75528218624
2022-12-01,60762.75284872764,0.0,35580.34585033336
2022-12-02,60762.75284872764,0.0,35835.19061218445
2022-12-03,60762.75284872764,0.0,35456.83899112569
2022-12-04,60762.75284872764,0.0,35922.900756105264
2022-12-05,60762.75284872764,0.0,35596.47894661653
2022-12-06,60762.75284872764,0.0,35836.959969278716
2022-12-07,60762.75284872764,0.0,35330.78868109501
2022-12-08,60762.75284872764,0.0,36138.86881069059
2022-12-09,60762.75284872764,0.0,35928.49143303507
2022-12-10,60762.75284872764,0.0,35919.206404024175
2022-12-11,60762.75284872764,0.0,35867.76398480188
2022-12-12,60762.75284872764,0.0,36082.17156472767
2022-12-13,60762.75284872764,0.0,37287.7058188257
2022-12-14,60762.75284872764,0.0,37359.700631332824
2022-12-15,60762.75284872764,0.0,36414.39702931497
2022-12-16,60762.75284872764,0.0,34910.038021518005
2022-12-17,60762.75284872764,0.0,35219.5731196649
2022-12-18,60762.75284872764,0.0,35141.74188618709
2022-12-19,60762.75284872764,0.0,34474.26830530977
2022-12-20,60762.75284872764,0.0,35452.78831018534
2022-12-21,60762.75284872764,0.0,35266.637199225675
2022-12-22,60762.75284872764,0.0,35293.49292715885
2022-12-23,60762.75284872764,0.0,35223.476354180726
2022-12-24,60762.75284872764,0.0,35330.01049163225
2022-12-25,60762.75284872764,0.0,35317.91169335338
2022-12-26,60762.75284872764,0.0,35481.09802369366
2022-12-27,60762.75284872764,0.0,35056.177906889876
2022-12-28,60762.75284872764,0.0,34711.0058270827
2022-12-29,60762.75284872764,0.0,34899.25395385779
2022-12-30,60762.75284872764,0.0,34815.88528799236
2022-12-31,60762.75284872764,0.0,34700.36101437898
2023-01-01,60762.75284872764,0.0,34863.05585663751
2023-01-02,60762.75284872764,0.0,34995.98699981258
2023-01-03,60762.75284872764,0.0,34977.924812808575
2023-01-04,60762.75284872764,0.0,35362.477375165305
2023-01-05,60762.75284872764,0.0,35306.90236032236
2023-01-06,60762.75284872764,0.0,35548.54657144468
2023-01-07,60762.75284872764,0.0,35555.06697999578
2023-01-08,60762.75284872764,0.0,35840.40038585091
2023-01-09,60762.75284872764,0.0,36061.44715061423
2023-01-10,60762.75284872764,0.0,36585.15227611407
2023-01-11,60762.75284872764,0.0,37609.76157585496
2023-01-12,61997.714769484744,1234.9619207571013,39569.82423730879
2023-01-13,66370.20541555028,4372.49064606554,41750.692015219094
2023-01-14,73357.72989858771,6987.524483037429,43987.63039178809
2023-01-15,73162.68786725563,-195.0420313320792,43787.36538141441
2023-01-16,73543.92951556543,381.24164830979134,44393.05481468278
2023-01-17,72665.29623653182,-878.6332790336019,44376.04113558649
2023-01-18,68295.75927624559,-4369.536960286234,43384.7014832455
2023-01-19,70557.93390162877,2262.1746253831807,44219.33835219118
2023-01-20,79691.32363934531,9133.389737716541,47553.089723442936
2023-01-21,78875.58402940354,-815.7396099417674,47765.03986296002
2023-01-22,79259.79421827589,384.21018887234095,47645.07171794089
2023-01-23,79742.37054964184,482.5763313659554,48093.86586831527
2023-01-24,75224.12805067806,-4518.24249896378,47469.032974263064
2023-01-25,81104.68707275548,5880.5590220774175,48478.51672828835
2023-01-26,80279.57384504224,-825.1132277132419,48300.09836314809
2023-01-27,84495.09728854951,4215.523443507278,48396.45869730757
2023-01-28,82426.67915741986,-2068.418131129656,48296.559648959555
2023-01-29,86783.29034858866,4356.611191168806,49855.64175892444
2023-01-30,80120.60640315393,-6662.6839454347355,47896.13202156257
2023-01-31,80970.41438229731,849.8079791433847,48523.44283469355
2023-02-01,87692.61996553456,6722.2055832372425,49749.11990867496
2023-02-02,87759.26969174296,66.64972620840126,49220.884901355064
2023-02-03,91265.80652532198,3506.5368335790263,49173.5996521575
2023-02-04,90043.44302118602,-1222.3635041359667,48927.25353838653
2023-02-05,87419.83352833283,-2623.609492853182,48138.39468852107
2023-02-06,85786.34143124108,-1633.4920970917592,47728.30932031786
2023-02-07,90324.62307623331,4538.281644992239,48785.586194558506
2023-02-08,88216.13271115324,-2108.4903650800698,48104.28131991418
2023-02-09,80405.32484042512,-7810.807870728124,45754.86999157262
2023-02-10,80710.22061502552,304.89577460040164,45402.874418897256
2023-02-11,81983.52111597537,1273.3005009498447,45863.57077231782
2023-02-12,81521.99743548408,-461.52368049128563,45690.20654295147
2023-02-13,78181.69189101175,-3340.3055444723286,45731.93388109134
2023-02-14,84358.52354457232,6176.83165356057,46597.3788612942
2023-02-15,89055.53446943242,4697.010924860093,50973.92868704529
2023-02-16,89743.9034994865,688.3690300540911,49538.799871295654
2023-02-17,97646.62078482768,7902.717285341176,51514.454992142746
2023-02-18,96152.43440424012,-1494.1863805875619,51673.1483022691
2023-02-19,92491.72758623444,-3660.7068180056813,51015.451238484435
2023-02-20,92771.67885609689,279.95126986244577,52067.1169571252
2023-02-21,88400.19832555299,-4371.480530543893,51243.41979373228
2023-02-22,88963.75287041257,563.5545448595803,50724.387900743
2023-02-23,86267.48190029783,-2696.2709701147396,50218.26985710148
2023-02-24,86267.48190029783,0.0,48646.83910908283
2023-02-25,86267.48190029783,0.0,48599.12790354776
2023-02-26,86267.48190029783,0.0,49408.23606238098
2023-02-27,86267.48190029783,0.0,49327.832707942056
2023-02-28,86267.48190029783,0.0,48540.36640764152
2023-03-01,86267.48190029783,0.0,49587.19096867714
2023-03-02,84848.69492819975,-1418.7869720980816,49228.425147675785
2023-03-03,79240.46420017854,-5608.230728021212,46894.892980108496
2023-03-04,79240.46420017854,0.0,46875.32765872116
2023-03-05,79240.46420017854,0.0,47047.62699724374
2023-03-06,79240.46420017854,0.0,47035.55686910296
2023-03-07,79240.46420017854,0.0,46595.20812226651
2023-03-08,79240.46420017854,0.0,45543.15740462838
2023-03-09,79240.46420017854,0.0,42701.57810269873
2023-03-10,79240.46420017854,0.0,42332.9702328605
2023-03-11,79240.46420017854,0.0,43266.49040811859
2023-03-12,79240.46420017854,0.0,46478.1520441317
2023-03-13,79240.46420017854,0.0,50742.609821373575
2023-03-14,79240.46420017854,0.0,51892.90900655186
2023-03-15,79240.46420017854,0.0,51116.775602269496
2023-03-16,79240.46420017854,0.0,52536.09488472311
2023-03-17,79240.46420017854,0.0,57508.41427595942
2023-03-18,77649.80785916193,-1590.6563410166127,56547.874543407575
2023-03-19,77649.80785916193,0.0,58797.54655702769
2023-03-20,76690.88923404046,-958.9186251214705,58228.333730892584
2023-03-21,77129.07851548764,438.1892814471794,59085.1326165908
2023-03-22,75595.26161319102,-1533.8169022966176,57264.12831639775
2023-03-23,79592.13902224354,3996.8774090525258,59416.78877415009
2023-03-24,77566.11708874475,-2026.0219334987924,57653.85379081481
2023-03-25,78508.59567405442,942.4785853096691,57656.83548517738
2023-03-26,79787.99329127568,1279.397617221257,58704.55291622815
2023-03-27,79312.89093997909,-475.1023512965912,56912.77577396267
2023-03-28,85136.83308984285,5823.942149863768,57181.70166935565
2023-03-29,87420.46832816713,2283.6352383242775,59447.129971729606
2023-03-30,86322.72565584493,-1097.7426723222015,58786.82392537769
2023-03-31,89121.22303217954,2798.497376334606,59719.832133883974
2023-04-01,87892.39063631333,-1228.8323958662077,59578.390055426746
2023-04-02,86199.7488448155,-1692.6417914978229,59134.39610531738
2023-04-03,85001.00513727608,-1198.7437075394264,58276.532328775385
2023-04-04,85287.67404880893,286.66891153284814,59068.92989282939
2023-04-05,85428.81547550272,141.14142669379362,59089.67888134691
2023-04-06,83247.20847497346,-2181.6070005292568,58809.0064208003
2023-04-07,82513.58810516213,-733.6203698113386,58560.968768881336
2023-04-08,81871.26813860927,-642.3199665528518,58606.96795759834
2023-04-09,82352.77407542926,481.50593681998726,59414.85558769524
2023-04-10,84064.64808372766,1711.8740082984004,62182.76901763983
2023-04-11,83670.21542290025,-394.4326608274132,63403.396051581345
2023-04-12,82943.30088071575,-726.9145421845024,63202.07024609792
2023-04-13,84179.31869776169,1236.0178170459403,63747.32302824811
2023-04-14,86220.70776601305,2041.3890682513593,63928.99340619589
2023-04-15,86624.74280891751,404.0350429044629,63578.36580868138
2023-04-16,87072.684327406,447.9415184884856,63571.779868386046
2023-04-17,85175.10145063775,-1897.5828767682397,61746.72488725263
2023-04-18,87393.93242168549,2218.8309710477333,63744.14883438686
2023-04-19,80453.0809574458,-6940.851464239691,60441.615147793746
2023-04-20,77575.48613610736,-2877.59482133844,59232.28414826426
2023-04-21,77575.48613610736,0.0,57200.11199375089
2023-04-22,77575.48613610736,0.0,58333.7374457561
2023-04-23,77575.48613610736,0.0,57859.570223161805
2023-04-24,77575.48613610736,0.0,57721.072977461015
2023-04-25,77575.48613610736,0.0,59361.47998201809
2023-04-26,77575.48613610736,0.0,59602.85387469544
2023-04-27,77575.48613610736,0.0,61806.99770901022
2023-04-28,77575.48613610736,0.0,61526.99285310797
2023-04-29,77081.91459835193,-493.57153775542974,61334.54250323399
2023-04-30,75586.29706181107,-1495.6175365408562,61377.15042418698
2023-05-01,75586.29706181107,0.0,58908.46312987474
2023-05-02,75586.29706181107,0.0,60143.53991341946
2023-05-03,75586.29706181107,0.0,60826.68786837032
2023-05-04,75586.29706181107,0.0,60494.10607492375
2023-05-05,75586.29706181107,0.0,61934.07195254453
2023-05-06,75586.29706181107,0.0,60613.45166837267
2023-05-07,75586.29706181107,0.0,59670.539975019296
2023-05-08,75586.29706181107,0.0,58075.32939531239
2023-05-09,75586.29706181107,0.0,58000.88942959859
2023-05-10,75586.29706181107,0.0,57923.2588870875
2023-05-11,75586.29706181107,0.0,56621.081693183
2023-05-12,75586.29706181107,0.0,56210.48845396198
2023-05-13,75586.29706181107,0.0,56166.635429868584
2023-05-14,75586.29706181107,0.0,56473.9752145837
2023-05-15,75586.29706181107,0.0,57023.508038779066
2023-05-16,75586.29706181107,0.0,56696.28346542348
2023-05-17,75586.29706181107,0.0,57455.722657862694
2023-05-18,75586.29706181107,0.0,56267.56660318825
2023-05-19,75586.29706181107,0.0,56389.02559538866
2023-05-20,75586.29706181107,0.0,56891.1707770361
2023-05-21,75586.29706181107,0.0,56103.19660571778
2023-05-22,75586.29706181107,0.0,56307.55325437195
2023-05-23,75586.29706181107,0.0,57092.77918816654
2023-05-24,75586.29706181107,0.0,55224.53059611606
2023-05-25,75586.29706181107,0.0,55521.024877160744
2023-05-26,75586.29706181107,0.0,56030.77583687314
2023-05-27,75586.29706181107,0.0,56343.36225686085
