date,equity,benchmark_equity
2022-01-01,10000.0,10000.0
2022-01-02,10000.0,9928.367250379755
2022-01-03,10000.0,9742.340649734138
2022-01-04,10000.0,9624.793902664389
2022-01-05,10000.0,9136.489025398792
2022-01-06,10000.0,9050.915216339947
2022-01-07,10000.0,8714.757847098714
2022-01-08,10000.0,8751.67351691833
2022-01-09,10000.0,8788.929132661153
2022-01-10,10000.0,8769.984724550419
2022-01-11,10000.0,8961.776480394868
2022-01-12,10000.0,9216.196105055249
2022-01-13,10000.0,8931.519654936048
2022-01-14,10000.0,9038.075090204446
2022-01-15,10000.0,9054.368739260985
2022-01-16,10000.0,9041.048593098983
2022-01-17,10000.0,8860.00731989583
2022-01-18,10000.0,8886.23721967158
2022-01-19,10000.0,8753.851628267248
2022-01-20,10000.0,8530.74798588184
2022-01-21,10000.0,7645.156909208389
2022-01-22,10000.0,7345.8988268507155
2022-01-23,10000.0,7607.303316299449
2022-01-24,10000.0,7686.470578212792
2022-01-25,10000.0,7749.313063491086
2022-01-26,10000.0,7727.948076577775
2022-01-27,10000.0,7787.94648415639
2022-01-28,10000.0,7923.434184503315
2022-01-29,10000.0,7997.636597644266
2022-01-30,10000.0,7951.38101597795
2022-01-31,10000.0,8069.972175221399
2022-02-01,10000.0,8124.52571400112
2022-02-02,10000.0,7749.099266175527
2022-02-03,10000.0,7791.378709260553
2022-02-04,10000.0,8702.799122923136
2022-02-05,10000.0,8690.277644893964
2022-02-06,10000.0,8893.954401701729
2022-02-07,10000.0,9193.377132566788
2022-02-08,10000.0,9251.707757254691
2022-02-09,10000.0,9297.915828406438
2022-02-10,10000.0,9135.673155183104
2022-02-11,10000.0,8893.011563731588
2022-02-12,10000.0,8858.73190832371
2022-02-13,10000.0,8848.88576375282
2022-02-14,10000.0,8930.54405109379
2022-02-15,10000.0,9347.490592918115
2022-02-16,10000.0,9218.87143851353
2022-02-17,10000.0,8500.885170035217
2022-02-18,10000.0,8394.559095871631
2022-02-19,10000.0,8413.679620544988
2022-02-20,10000.0,8059.120937523346
2022-02-21,10000.0,7774.745114280809
2022-02-22,10000.0,8028.6404849873325
2022-02-23,10000.0,7821.1497806652515
2022-02-24,10000.0,8038.408810611949
2022-02-25,10000.0,8223.283690852686
2022-02-26,10000.0,8200.411473822034
2022-02-27,10000.0,7907.801586916718
2022-02-28,10000.0,9057.689560399953
2022-03-01,10000.0,9301.23746869221
2022-03-02,10000.0,9210.956842103884
2022-03-03,10000.0,8902.207305740974
2022-03-04,10000.0,8207.217764607352
2022-03-05,10000.0,8262.365184819178
2022-03-06,10000.0,8056.731486299278
2022-03-07,10000.0,7981.669788162084
2022-03-08,10000.0,8123.266685365058
2022-03-09,10000.0,8803.885934135355
2022-03-10,10000.0,8270.09793063858
2022-03-11,10000.0,8135.367121937538
2022-03-12,10000.0,8158.232785793766
2022-03-13,10000.0,7937.1344147818645
2022-03-14,10000.0,8318.181028822171
2022-03-15,10000.0,8249.405463250454
2022-03-16,10000.0,8627.947126367484
2022-03-17,10000.0,8587.568923011997
2022-03-18,10000.0,8765.768575955879
2022-03-19,10000.0,8847.446522820119
2022-03-20,10000.0,8649.73397388429
2022-03-21,10000.0,8614.120747481287
2022-03-22,10000.0,8882.709154391478
2022-03-23,10000.0,8994.720926514012
2022-03-24,10000.0,9218.677300721241
2022-03-25,10000.0,9299.99891872622
2022-03-26,10000.0,9331.894037790846
2022-03-27,10000.0,9818.331260345823
2022-03-28,10000.0,9882.81695411074
2022-03-29,10000.0,9953.638748396112
2022-03-30,10000.0,9869.115085538586
2022-03-31,10000.0,9549.532332707287
2022-04-01,10000.0,9705.334054619398
2022-04-02,10000.0,9618.791194892718
2022-04-03,10000.0,9741.386343708755
2022-04-04,10000.0,9776.848847100024
2022-04-05,10000.0,9553.163610484555
2022-04-06,10000.0,9060.521350897588
2022-04-07,10000.0,9122.825656726374
2022-04-08,10000.0,8867.79003367021
2022-04-09,10000.0,8971.481731715661
2022-04-10,10000.0,8851.015545440367
2022-04-11,9070.795876313696,8287.805427076932
2022-04-12,9070.795876313696,8414.733862480323
2022-04-13,9070.795876313696,8632.728486256026
2022-04-14,9070.795876313696,8374.540786302292
2022-04-15,9070.795876313696,8504.1257147875
2022-04-16,9070.795876313696,8477.078306502452
2022-04-17,9070.795876313696,8328.707884386276
2022-04-18,9070.795876313696,8561.321821153384
2022-04-19,9070.795876313696,8703.192313388528
2022-04-20,9070.795876313696,8676.272692004733
2022-04-21,9070.795876313696,8498.652175850504
2022-04-22,9070.795876313696,8333.60802056124
2022-04-23,9070.795876313696,8280.429829263594
2022-04-24,9070.795876313696,8276.773157935435
2022-04-25,9070.795876313696,8484.171298668787
2022-04-26,9070.795876313696,7993.291843001669
2022-04-27,9070.795876313696,8228.925154884279
2022-04-28,9070.795876313696,8340.63466183654
2022-04-29,9070.795876313696,8096.541201773552
2022-04-30,9070.795876313696,7908.868935200901
2022-05-01,9070.795876313696,8067.029799905372
2022-05-02,9070.795876313696,8079.661043606134
2022-05-03,9070.795876313696,7916.32972428174
2022-05-04,9070.795876313696,8324.811203044866
2022-05-05,9070.795876313696,7669.864834224347
2022-05-06,9070.795876313696,7557.83831745936
2022-05-07,9070.795876313696,7444.815718182044
2022-05-08,9070.795876313696,7142.2818677595615
2022-05-09,9070.795876313696,6353.3189862501295
2022-05-10,9070.795876313696,6505.552504688796
2022-05-11,9070.795876313696,6067.999505890649
2022-05-12,9070.795876313696,6091.359524842429
2022-05-13,9070.795876313696,6140.713119717323
2022-05-14,9070.795876313696,6312.283008011911
2022-05-15,9070.795876313696,6564.7317654645085
2022-05-16,9070.795876313696,6262.301127539192
2022-05-17,9070.795876313696,6380.35042117252
2022-05-18,9070.795876313696,6022.686352621073
2022-05-19,9070.795876313696,6356.963779949646
2022-05-20,9070.795876313696,6123.441409378116
2022-05-21,9070.795876313696,6171.984458491538
2022-05-22,9070.795876313696,6358.932599290422
2022-05-23,9070.795876313696,6102.087480946645
2022-05-24,9070.795876313696,6218.8232726815195
2022-05-25,9070.795876313696,6199.273924656843
2022-05-26,9070.795876313696,6137.383287963523
2022-05-27,9070.795876313696,6003.247589414788
2022-05-28,9070.795876313696,6042.530183921393
2022-05-29,9070.795876313696,6174.863759503742
2022-05-30,9070.795876313696,6653.074290717166
2022-05-31,9070.795876313696,6666.897802589552
2022-06-01,9070.795876313696,6248.914220912752
2022-06-02,9070.795876313696,6389.080478224457
2022-06-03,9070.795876313696,6229.0576928369865
2022-06-04,9070.795876313696,6256.009260946095
2022-06-05,9070.795876313696,6271.474343011499
2022-06-06,9070.795876313696,6578.479506257626
2022-06-07,9070.795876313696,6533.353118459113
2022-06-08,9070.795876313696,6335.99812710275
2022-06-09,9070.795876313696,6314.533613852886
2022-06-10,9070.795876313696,6098.91984025982
2022-06-11,9070.795876313696,5947.3068255243525
2022-06-12,9070.795876313696,5612.169703626133
2022-06-13,9070.795876313696,4715.640969266923
2022-06-14,9070.795876313696,4656.799606547408
2022-06-15,9070.795876313696,4733.560215153822
2022-06-16,9070.795876313696,4274.064321372916
2022-06-17,9070.795876313696,4292.902240399272
2022-06-18,9070.795876313696,3988.029725854501
2022-06-19,9070.795876313696,4310.053536158451
2022-06-20,9070.795876313696,4319.755510892031
2022-06-21,9070.795876313696,4343.045083218763
2022-06-22,9070.795876313696,4191.311653903267
2022-06-23,9070.795876313696,4421.741745293838
2022-06-24,9070.795876313696,4452.311894404768
2022-06-25,9070.795876313696,4509.074262538516
2022-06-26,9070.795876313696,4409.457000690704
2022-06-27,9070.795876313696,4348.262638779851
2022-06-28,9070.795876313696,4252.88118504985
2022-06-29,9070.795876313696,4215.845510223608
2022-06-30,9070.795876313696,4148.888450554333
2022-07-01,9070.795876313696,4040.8167745537617
2022-07-02,9070.795876313696,4035.131486168215
2022-07-03,9070.795876313696,4046.627392400153
2022-07-04,9070.795876313696,4242.52757903456
2022-07-05,9070.795876313696,4233.899096186184
2022-07-06,9070.795876313696,4308.999703796516
2022-07-07,9070.795876313696,4537.436401442223
2022-07-08,9070.795876313696,4557.0496429175255
2022-07-09,9070.795876313696,4527.9199634595
2022-07-10,9070.795876313696,4374.469192871719
2022-07-11,9070.795876313696,4187.857311835426
2022-07-12,9070.795876313696,4052.2553405094964
2022-07-13,9070.795876313696,4238.503929938702
2022-07-14,9070.795876313696,4313.544739832422
2022-07-15,9070.795876313696,4369.410961363795
2022-07-16,9070.795876313696,4443.642863789649
2022-07-17,9070.795876313696,4357.4612478030485
2022-07-18,9070.795876313696,4715.28464040766
2022-07-19,9070.795876313696,4904.801216007046
2022-07-20,9070.795876313696,4871.731030853656
2022-07-21,9070.795876313696,4857.65931749999
2022-07-22,9070.795876313696,4763.366919444448
2022-07-23,9070.795876313696,4711.04637484944
2022-07-24,9070.795876313696,4741.1774612740155
2022-07-25,9070.795876313696,4479.582520193607
2022-07-26,9070.795876313696,4454.009985727186
2022-07-27,9070.795876313696,4808.572354909442
2022-07-28,9070.795876313696,5000.1007550567565
2022-07-29,9070.795876313696,4991.869148834387
2022-07-30,9070.795876313696,4960.744027764489
2022-07-31,9070.795876313696,4893.7841010814045
2022-08-01,9070.795876313696,4889.024448583138
2022-08-02,9070.795876313696,4818.54751510179
2022-08-03,9070.795876313696,4790.948821018389
2022-08-04,9070.795876313696,4745.747481287411
2022-08-05,9070.795876313696,4883.806073875246
2022-08-06,9070.795876313696,4815.016582807878
2022-08-07,9070.795876313696,4860.020917732759
2022-08-08,9070.795876313696,4992.886938736993
2022-08-09,9070.795876313696,4857.594195329159
2022-08-10,9070.795876313696,5021.8585228620595
2022-08-11,9070.795876313696,5023.931783420207
2022-08-12,9070.795876313696,5117.3096040703085
2022-08-13,9070.795876313696,5121.765762678099
2022-08-14,9070.795876313696,5099.802798598669
2022-08-15,9070.795876313696,5061.561339678554
2022-08-16,9070.795876313696,5008.363898431038
2022-08-17,9070.795876313696,4893.595697316737
2022-08-18,9070.795876313696,4867.74792952454
