date,symbol,side,qty,price,value,pnl,pnl_pct
2024-05-30,NVMI.TA,BUY,0.6248437890527369,80020.0,50000.0,0.0,0.0
2024-05-30,TEVA.TA,BUY,8.143322475570033,6140.0,50000.0,0.0,0.0
2024-06-02,TEVA.TA,SELL_REBAL,0.23393553147936963,6244.0,1460.693458557184,24.32929527385444,0.01693811074918572
2024-06-03,TEVA.TA,SELL_REBAL,0.076022994504509,6310.0,479.7050953234518,12.92390906576653,0.027687296416938123
2024-06-04,NVMI.TA,BUY,0.018262378074944574,76960.0,1405.4726166477344,0.0,0.0
2024-06-04,TEVA.TA,BUY,0.08558814995726394,6250.0,534.9259372328996,0.0,0.0
2024-06-05,TEVA.TA,SELL_EXIT,7.918952099543418,6222.0,49271.719963359144,639.9393756672667,0.013158871995512023
2024-06-05,NVMI.TA,SELL_REBAL,0.005262674247117571,77890.0,409.90969710798765,-10.752194705015022,-0.025560182451218383
2024-06-05,TEVA.TA,BUY,7.9848327966035235,6222.0,49681.62966046712,0.0,0.0
2024-06-06,NVMI.TA,SELL_REBAL,0.011534967998906631,81800.0,943.5603823105624,21.534577069019576,0.02335572057376223
2024-06-09,TEVA.TA,SELL_TRIM,7.9848327966035235,6295.0,50264.52245461918,582.8927941520573,0.011732561877209946
2024-06-09,NVMI.TA,BUY,0.6160000341264255,83130.0,51208.082836929745,0.0,0.0
2024-06-24,NVMI.TA,SELL_TRIM,1.2423085590080827,83730.0,104018.49564574676,2747.6278892238333,0.027131473740599654
2024-06-26,NVMI.TA,BUY,1.1782792891452964,88280.0,104018.49564574676,0.0,0.0
2024-06-30,NVMI.TA,SELL_EXIT,1.1782792891452964,87800.0,103452.92158695703,-565.5740587897423,-0.005437245129134571
2024-07-02,NVMI.TA,BUY,1.1769388121383053,87900.0,103452.92158695703,0.0,0.0
2024-07-08,NVMI.TA,SELL_TRIM,1.1769388121383053,89450.0,105277.17674577142,1824.2551588143733,0.017633674630261664
2024-07-09,HARL.TA,BUY,30.532823882184285,3448.0,105277.17674577142,0.0,0.0
2024-07-23,HARL.TA,SELL_REBAL,15.266411941092143,3585.0,54730.08680881533,2091.4984359296236,0.03973317865429227
2024-07-23,MZTF.TA,BUY,3.8380145027219728,14260.0,54730.08680881533,0.0,0.0
2024-07-24,MZTF.TA,SELL_TRIM,3.8380145027219728,14180.0,54423.045648597574,-307.0411602177578,-0.005610098176718092
2024-07-24,HARL.TA,BUY,15.06311808707378,3613.0,54423.04564859757,0.0,0.0
2024-07-25,HARL.TA,SELL_REBAL,15.164765014082962,3567.0,54092.716805233926,561.8997944922862,0.010496753568687955
2024-07-25,MZTF.TA,BUY,3.8418122730990003,14080.0,54092.716805233926,0.0,0.0
2024-07-28,MZTF.TA,SELL_EXIT,3.8418122730990003,13600.0,52248.646914146404,-1844.06989108752,-0.03409090909090906
2024-07-28,HARL.TA,BUY,15.057246949321732,3470.0,52248.64691414641,0.0,0.0
2024-07-29,HARL.TA,SELL_EXIT,30.222011963404693,3440.0,103963.72115411215,-1815.7427707759123,-0.01716536181413475
2024-07-29,HARL.TA,BUY,30.222011963404697,3440.0,103963.72115411215,0.0,0.0
2024-07-30,HARL.TA,SELL_EXIT,30.222011963404697,3484.0,105293.48968050197,1329.7685263898065,0.012790697674418539
2024-07-30,HARL.TA,BUY,30.222011963404697,3484.0,105293.48968050197,0.0,0.0
2024-07-31,HARL.TA,SELL_EXIT,30.222011963404697,3393.0,102543.28659183213,-2750.2030886698276,-0.026119402985074647
2024-08-15,TEVA.TA,BUY,15.064387629180569,6807.0,102543.28659183213,0.0,0.0
2024-08-18,TEVA.TA,SELL_REBAL,10.04292508612038,6765.0,67940.38820760438,-421.802853617056,-0.006170118995152074
2024-08-18,ESLT.TA,BUY,0.45781932754450383,74200.0,33970.19410380218,0.0,0.0
2024-08-19,TEVA.TA,SELL_TRIM,5.0214625430601885,6682.0,33553.41271272818,-627.6828178825235,-0.01836344939033352
2024-08-19,NVMI.TA,BUY,0.602202494327973,84170.0,50687.38394758549,0.0,0.0
2024-08-19,ESLT.TA,BUY,0.22770114780828887,73940.0,16836.22286894488,0.0,0.0
2024-08-20,NVMI.TA,SELL_REBAL,0.002429668336649038,85440.0,207.5908626832938,3.0856787875442784,0.015088511346085243
2024-08-21,NVMI.TA,SELL_TRIM,0.599772825991324,84970.0,50962.6970244828,479.81826079305915,0.009504574076274253
2024-08-21,ESLT.TA,SELL_TRIM,0.6855204753527927,73740.0,50550.279852514934,-256.1371202321281,-0.005041432470420437
2024-08-22,TEVA.TA,BUY,15.038522729107187,6764.0,101720.56773968102,0.0,0.0
2024-08-25,TEVA.TA,SELL_REBAL,10.025681819404792,6851.0,68685.94614474222,872.2343182882169,0.012862211709048
2024-08-25,ESLT.TA,BUY,0.45729657885980185,75100.0,34342.97307237112,0.0,0.0
2024-08-26,TEVA.TA,SELL_TRIM,5.012840909702396,6795.0,34062.25398142778,155.39806820077428,0.00458308693081011
2024-08-26,NVMI.TA,BUY,0.6361298379077202,80250.0,51049.419492094545,0.0,0.0
