date,symbol,side,qty,price,value,pnl,pnl_pct
2024-05-23,AAPL,BUY,133.77568143620735,186.8800048828125,25000.0,0.0,0.0
2024-05-23,NFLX,BUY,393.2858160980737,63.56700134277344,25000.0,0.0,0.0
2024-05-23,NVDA,BUY,240.8500961731898,103.79900360107422,25000.0,0.0,0.0
2024-05-23,GOOGL,BUY,144.05070331542575,173.5500030517578,24999.999999999996,0.0,0.0
2024-05-24,GOOGL,SELL_TRIM,144.05070331542575,174.99000549316406,25207.4333644605,207.43336446050048,0.00829733457842008
2024-05-24,AAPL,BUY,44.665855763220634,189.97999572753906,8485.619087063533,0.0,0.0
2024-05-24,NFLX,BUY,130.87840307688703,64.67500305175781,8464.561118406857,0.0,0.0
2024-05-24,NVDA,BUY,77.55546705346552,106.46900177001953,8257.253158990112,0.0,0.0
2024-05-28,AAPL,SELL_TRIM,178.44153719942798,189.99000549316406,33902.10863272796,416.48954566443047,0.012437863089272527
2024-05-28,NFLX,BUY,10.951739610091977,64.9000015258789,710.7679174059978,0.0,0.0
2024-05-28,NVDA,SELL_REBAL,13.500195899652624,113.9010009765625,1537.6858263501185,127.5991803102566,0.09049031183197909
2024-05-29,NVDA,SELL_REBAL,122.41976399116982,114.82499694824219,14056.849026690603,1270.1846183806542,0.09933666653166973
2024-05-29,AAPL,BUY,110.11566338450305,190.2899932861328,20953.908846135146,0.0,0.0
2024-05-29,MSFT,BUY,48.8242612264043,429.1700134277344,20953.908846135146,0.0,0.0
2024-05-29,NFLX,SELL_REBAL,215.02324101209825,65.46199798583984,14075.850970042731,343.33208082919936,0.025001391485350632
2024-05-30,MSFT,SELL_EXIT,48.8242612264043,414.6700134277344,20245.957058352284,-707.9517877828624,-0.03378614429323723
2024-05-30,AMD,BUY,154.66218016596474,166.75,25789.91854267462,0.0,0.0
2024-05-30,AAPL,BUY,24.705390762840096,191.2899932861328,4725.894033154969,0.0,0.0
2024-05-30,NFLX,BUY,78.10879234741975,64.76599884033203,5058.793954592723,0.0,0.0
2024-05-30,NVDA,BUY,50.90732465217272,110.5,5625.2593740650855,0.0,0.0
2024-05-31,AMD,SELL_REBAL,0.5737405468890415,166.89999389648438,95.75729377394664,0.08605758019896359,0.0008995136220952826
2024-05-31,AAPL,SELL_REBAL,1.0506529408800418,192.25,201.98802788418803,1.8667590884446852,0.009328139381077127
2024-05-31,NFLX,BUY,2.6176445888310127,64.16200256347656,167.953318818846,0.0,0.0
2024-06-03,AMD,SELL_EXIT,154.0884396190757,163.5500030517578,25201.16476994043,-493.08253654044285,-0.01919038649620497
2024-06-03,AAPL,SELL_TRIM,133.7704012064631,194.02999877929688,25955.47078279609,475.78917230171555,0.018673277773838093
2024-06-03,NFLX,SELL_TRIM,400.81915470920524,63.37900161743164,25403.517854612302,-266.03956539859104,-0.010364010607802565
2024-06-03,NVDA,BUY,666.869090523375,115.0,76689.94541018813,0.0,0.0
