name,start_date,end_date,start_equity,end_equity,total_return_pct,cagr_pct,max_drawdown_pct
CRYPTO,2022-01-01,2025-12-31,100000.0,1105704.346922453,1005.7043469224529,82.42672415315444,-45.41600093716831
US,2022-01-03,2025-12-31,100000.0,295466.8604576771,195.46686045767711,31.180483006673466,-25.580967062016295
IL,2022-01-02,2025-12-31,100000.0,152055.45326864417,52.05545326864416,11.061330565115291,-34.40697100561299
MULTI,2022-01-03,2025-12-31,99000.0,512564.7980140952,417.7422202162578,50.971766887668494,-29.572748583934565
