timestamp,date,symbol,side,qty,price,value,position,avg_price,pnl,pnlpct
1649548800000,2022-04-10,SOL/USDT,BUY,225.08328081390115,111.07,25000.0,225.08328081390115,111.07,0.0,0.0
1649548800000,2022-04-10,DOGE/USDT,BUY,168690.9581646424,0.1482,25000.000000000004,168690.9581646424,0.1482,0.0,0.0
1649548800000,2022-04-10,ADA/USDT,BUY,24342.745861733205,1.027,25000.0,24342.745861733205,1.027,0.0,0.0
1649548800000,2022-04-10,ETH/USDT,BUY,7.727034317398472,3203.04,24750.0,7.727034317398472,3203.04,0.0,0.0
1649635200000,2022-04-11,ETH/USDT,SELL,7.727034317398472,2979.74,23024.55323692492,0.0,3203.04,-1725.44676307508,-0.06971502073030626
1649635200000,2022-04-11,ADA/USDT,SELL,24342.745861733205,0.92,22395.32619279455,0.0,1.027,-2604.67380720545,-0.104186952288218
1649635200000,2022-04-11,DOGE/USDT,SELL,168690.9581646424,0.1341,22621.457489878543,0.0,0.1482,-2378.542510121458,-0.0951417004048583
1649635200000,2022-04-11,SOL/USDT,SELL,225.08328081390115,99.67,22434.05059872153,0.0,111.07,-2565.949401278471,-0.10263797605113885
1662940800000,2022-09-12,MATIC/USDT,BUY,96568.25464265814,0.9301,89818.13364313635,96568.25464265814,0.9301000000000001,0.0,0.0
1663027200000,2022-09-13,MATIC/USDT,SELL,96568.25464265814,0.8461,81706.40025315304,0.0,0.9301000000000001,-8111.733389983302,-0.0903128695839159
1667520000000,2022-11-04,DOGE/USDT,BUY,130997.628047786,0.12613,16522.730825667248,130997.628047786,0.12613,0.0,0.0
1667520000000,2022-11-04,BNB/USDT,BUY,46.12945154374104,354.6,16357.503517410574,46.12945154374104,354.6,0.0,0.0
1667520000000,2022-11-04,ETH/USDT,BUY,10.045556746596656,1644.78,16522.730825667248,10.045556746596656,1644.78,0.0,0.0
1667520000000,2022-11-04,OP/USDT,BUY,12113.43902175018,1.364,16522.730825667248,12113.43902175018,1.364,0.0,0.0
1667520000000,2022-11-04,MATIC/USDT,BUY,14131.65482865827,1.1692,16522.730825667248,14131.65482865827,1.1692,0.0,0.0
1667606400000,2022-11-05,OP/USDT,BUY,124.20276019294364,1.317,163.57503517410677,12237.641781943124,1.3635229857326205,0.0,0.0
1667606400000,2022-11-05,BNB/USDT,BUY,0.6139413629768298,349.2,214.38832395150897,46.74339290671787,354.52907482418556,0.0,0.0
1667606400000,2022-11-05,ETH/USDT,SELL,0.0129854777267987,1626.98,21.127112551946993,10.032571268869857,1644.78,-0.23114150353701626,-0.010822116027675407
1667606400000,2022-11-05,MATIC/USDT,SELL,352.4949409106078,1.1846,417.56550700270606,13779.15988774766,1.1692,5.428422090023388,0.013171399247348682
1667692800000,2022-11-06,BNB/USDT,SELL,0.4920720906334943,337.9,166.2711594250577,46.25132081608438,354.52907482418556,-8.182703614037804,-0.0469046856944867
1667692800000,2022-11-06,MATIC/USDT,SELL,9.71380514421604,1.135,11.025168838685204,13769.446082603445,1.1692,-0.3322121359321887,-0.029250769757098876
1667692800000,2022-11-06,OP/USDT,SELL,66.05198151095114,1.284,84.81074426006126,12171.589800432173,1.3635229857326205,-5.252650783306681,-0.05832170529189343
1667692800000,2022-11-06,ETH/USDT,SELL,0.0673726743784619,1568.29,105.65989150099811,9.965198594491396,1644.78,-5.153335863208551,-0.04650469971667944
1667692800000,2022-11-06,DOGE/USDT,BUY,2680.6625408757886,0.11477,307.65963981631427,133678.2905886618,0.1259021969189593,0.0,0.0
1667865600000,2022-11-08,ETH/USDT,SELL,9.965198594491396,1334.77,13301.24812796928,0.0,1644.78,-3089.3112162782777,-0.18848113425503715
1667865600000,2022-11-08,DOGE/USDT,SELL,133678.2905886618,0.08827,11799.782710261175,0.0,0.1259021969189593,-5030.607755222383,-0.29890024034435536
1667865600000,2022-11-08,OP/USDT,SELL,12171.589800432172,0.967,11769.92733701791,1.8189894035458565e-12,1.3635229857326205,-4826.315128780076,-0.29080770172683873
1667952000000,2022-11-09,MATIC/USDT,SELL,13769.446082603445,0.8165,11242.752726445711,0.0,1.1692,-4856.4836333342355,-0.3016592541908998
1667952000000,2022-11-09,BNB/USDT,SELL,46.25132081608438,267.3,12362.978054139356,0.0,354.52907482418556,-4034.459924183635,-0.24604209081425354
1673395200000,2023-01-11,BNB/USDT,BUY,42.24376778106766,284.8,12031.02506404807,42.24376778106766,284.8,0.0,0.0
1673395200000,2023-01-11,AVAX/USDT,BUY,766.2390018755062,15.86,12152.550569745528,766.2390018755062,15.86,0.0,0.0
1673395200000,2023-01-11,ADA/USDT,BUY,37623.99557196758,0.323,12152.550569745528,37623.99557196758,0.323,0.0,0.0
1673395200000,2023-01-11,SOL/USDT,BUY,742.820939470998,16.36,12152.550569745528,742.820939470998,16.36,0.0,0.0
1673395200000,2023-01-11,OP/USDT,BUY,9486.768594649126,1.281,12152.550569745528,9486.768594649127,1.2809999999999997,0.0,0.0
1673481600000,2023-01-12,SOL/USDT,BUY,4.589726827793257,16.59,76.14356807309014,747.4106662987913,16.361412392434296,0.0,0.0
1673481600000,2023-01-12,OP/USDT,SELL,566.2340954426877,1.39,787.0653926653358,8920.53449920644,1.2809999999999997,61.719516403253074,0.08508977361436396
1673481600000,2023-01-12,BNB/USDT,BUY,0.8550954580597191,287.7,246.01096328378117,43.09886323912738,284.85753694278696,0.0,0.0
1673481600000,2023-01-12,AVAX/USDT,BUY,7.797164655896317,15.43,120.31025064048018,774.0361665314025,15.855668444257507,0.0,0.0
1673568000000,2023-01-13,OP/USDT,SELL,593.0306829516985,1.594,945.2909086250074,8327.503816254743,1.2809999999999997,185.61860376388185,0.2443403590944578
1673568000000,2023-01-13,BNB/USDT,BUY,2.097054646844894,293.7,615.9049497783453,45.19591788597228,285.26782019647516,0.0,0.0
1673568000000,2023-01-13,SOL/USDT,SELL,21.656643165381936,18.29,396.1000034948356,725.7540231334093,16.361412392434296,41.76673363022808,0.11787415177295475
1673568000000,2023-01-13,AVAX/USDT,BUY,28.913838045224605,15.96,461.4648552017847,802.9500045766271,15.859425372694584,0.0,0.0
1673654400000,2023-01-14,BNB/USDT,SELL,45.19591788597228,305.1,13789.274547010144,0.0,285.26782019647516,896.3335698999476,0.06952126527929321
1673654400000,2023-01-14,AVAX/USDT,BUY,63.13889623314491,16.94,1069.572902189475,866.088900809772,15.938200529842788,0.0,0.0
1673654400000,2023-01-14,ETH/USDT,BUY,7.505843147489795,1549.9,11633.306294294434,7.505843147489795,1549.9,0.0,0.0
1673654400000,2023-01-14,OP/USDT,BUY,167.89049742073226,1.727,289.9468890456046,8495.394313675475,1.2898140890328196,0.0,0.0
1673654400000,2023-01-14,SOL/USDT,SELL,120.49222529027644,24.24,2920.7315410363008,605.2617978431329,16.361412392434296,949.3085529799866,0.4815346877515813
1673654400000,2023-01-14,ADA/USDT,BUY,3997.4114626921087,0.3525,1409.0875405989682,41621.407034659685,0.32583324487447574,0.0,0.0
1673740800000,2023-01-15,ETH/USDT,BUY,1.919180409985232,1552.52,2979.565970110272,9.425023557475027,1550.4335002765245,0.0,0.0
1673740800000,2023-01-15,AVAX/USDT,BUY,4.895478562318982,16.8,82.2440398469589,870.984379372091,15.943044383453818,0.0,0.0
1673740800000,2023-01-15,OP/USDT,SELL,459.9535814123585,1.821,837.5754717519048,8035.440732263117,1.2898140890328196,244.3208621451408,0.4118313759198394
1673740800000,2023-01-15,ADA/USDT,BUY,102.3955699913786,0.3507,35.91012639597648,41723.802604651064,0.32589427108507885,0.0,0.0
1673740800000,2023-01-15,SOL/USDT,BUY,33.65286459648724,22.89,770.314070613593,638.9146624396201,16.70528566327894,0.0,0.0
1673827200000,2023-01-16,ETH/USDT,SELL,0.0976008888173204,1576.94,153.9107456115853,9.327422668657707,1550.4335002765245,2.587057932447276,0.017096186143261277
