start_date,end_date,start_equity,end_equity,total_return_pct,benchmark_start,benchmark_end,benchmark_total_return_pct,max_drawdown_pct,benchmark_max_drawdown_pct,max_dd_date,max_dd_equity,deploy_start_date,deploy_end_date,deploy_start_equity,deploy_end_equity,deploy_return_pct,deploy_benchmark_start,deploy_benchmark_end,deploy_benchmark_return_pct,num_trades,num_wins,num_losses,win_rate_pct,avg_win,avg_loss,total_pnl,overall_alpha_pct,overall_sharpe,deploy_alpha_pct,deploy_sharpe
2022-01-03,2025-12-31,100000.0,295466.8604576771,195.46686045767711,100000.0,152035.3691121604,52.0353691121604,-25.580968812531268,-24.49637,2024-09-06,150493.03,2024-01-02,2025-12-31,140331.41799224642,295466.8604576771,110.54933006805516,102074.10743157109,152035.3691121604,48.9460676539176,295,105,43,35.59322033898305,752.6873465156,-1233.2616886581432,26001.918771837856,13.024308511428515,0.9292440253129879,13.524324189821066,1.0127980337220956
