date,symbol,side,qty,price,value,pnl,pnl_pct
2024-04-10,DOGEUSDT,BUY,250363.02638826298,0.19971,50000.0,0.0,0.0
2024-04-10,BNBUSDT,BUY,82.00754469411186,609.7,50000.0,0.0,0.0
2024-04-11,DOGEUSDT,SELL_EXIT,250363.02638826298,0.1938,48520.354514045364,-1479.6454859546338,-0.029592909719092675
2024-04-11,BNBUSDT,SELL_TRIM,82.00754469411186,604.6,49581.76152206003,-418.2384779399723,-0.0083647695587995
2024-04-11,DOGEUSDT,BUY,506202.8691233508,0.1938,98102.11603610539,0.0,0.0
2024-04-12,DOGEUSDT,SELL_EXIT,506202.8691233508,0.17403,88094.48531353674,-10007.63072256865,-0.10201238390092882
2024-05-03,XRPUSDT,BUY,55228.18965176902,0.5317,29364.828437845583,0.0,0.0
2024-05-03,OPUSDT,BUY,10274.607570974662,2.858,29364.828437845586,0.0,0.0
2024-05-04,XRPUSDT,SELL_TRIM,55228.18965176902,0.5302,29281.986153367932,-82.84228447765054,-0.0028211397404550587
2024-05-05,OPUSDT,BUY,20216.068456123237,2.901,58646.81459121351,0.0,0.0
2024-05-06,OPUSDT,SELL_REBAL,15245.33801354895,2.768,42199.09562150349,-1806.7258930260605,-0.041056520043138534
2024-05-06,SOLUSDT,BUY,276.13594831503394,152.82,42199.09562150348,0.0,0.0
2024-05-07,SOLUSDT,SELL_REBAL,0.7847506753799394,148.03,116.16664247649243,-3.7589557350699034,-0.03134406491296948
2024-05-08,OPUSDT,SELL_EXIT,15245.33801354895,2.58,39332.97207495629,-4672.849439573259,-0.10618707431766516
2024-05-08,SOLUSDT,SELL_TRIM,275.351197639654,142.18,39149.43328040601,-2929.7367428859147,-0.06962439471273385
2024-05-08,OPUSDT,BUY,30464.562789859996,2.58,78598.5719978388,0.0,0.0
2024-05-10,OPUSDT,SELL_EXIT,30464.562789859996,2.519,76740.23366765733,-1858.338330181458,-0.023643410852713154
2024-05-16,SOLUSDT,BUY,481.5224550897743,159.37,76740.23366765733,0.0,0.0
